id,establishedYear,title,city,description,houseType,bhkType,address,shared,bedAvailable,roomAvailable,availableFor,bookingType,area(sq-fit),bathroomCount,furnishingType,facilities,minRent(Rs),minRoomRent(Rs),minRoomAdvance(Rs),lat,long,available_from,is_available
273184,2010,Satguru Kripa Niwas 04,newdelhi,"This cosy STUDIO fully_furnished, house is located in the heart of Block E, New delhi. Priced at ₹5100 per bed.",Independent Apartment,STUDIO,mohan garden,1,1,0,boys,bed,300,1,fully_furnished,"['AC', 'Fridge', 'Tv']",5100,10100,10100,28.62395477,77.03859711,10/6/2023,TRUE
272213,2010,PANCHAPAKESAN Nest,chennai,"Looking for a quiet 3 BHK independent apartment for boys at an affordable price in Okkiyam, Chennai? Then, this is right one for you.",Independent Apartment,3 BHK,thuraipakkam,6,0,3,boys,bed,1500,3,fully_furnished,"['AC', 'Washing Machine', 'Fridge', 'Tv']",6650,13300,26600,12.93248367,80.22974396,10/7/2023,TRUE
337082,2010,Kiran House 04,indore,"Located at Electronic Complex, Pardesipura, Indore, Madhya Pradesh, India, Indore, this comfortable 1 BK independent house, which is priced at ₹6050 for full house with a security deposit of ₹6050.",Independent House,1 BK,pardesipura,1,0,1,family,house,500,1,unfurnished,[],6050,6050,6050,22.73355293,75.88200378,10/7/2023,TRUE
360826,2019,Adarshmay Apartment_12,pune,"Located at Lohegaon, Pune, this cosy STUDIO independent apartment, which is priced at ₹8000 for full house with a security deposit of ₹8000.",Independent Apartment,STUDIO,lohegaon,1,0,1,"boys,girls",house,350,1,fully_furnished,[],8000,8000,8000,18.61627007,73.91485596,10/7/2023,TRUE
284045,2015,Dhayalan Sundaram Nest,chennai,"Looking for a quiet 2 BHK independent house for family at an affordable price in Samiyar Madam, Chennai? Then, this is right one for you.",Independent House,2 BHK,kodambakkam,2,0,2,family,house,1000,2,semi_furnished,[],10450,10450,52250,13.04571056,80.21884155,10/7/2023,TRUE
2108,,3-Balaji Nest,bengaluru,"This comfortable 2 BHK fully_furnished, house is located in the heart of Hmt Layout, Bengaluru. Priced at ₹6300 per bed.",Independent House,2 BHK,yeswanthpur,4,1,1,boys,bed,1200,1,fully_furnished,[],6300,18850,37700,13.02491188,77.55821228,10/6/2023,TRUE
15541,,1 Raj Residency,pune,"Looking for a charming 3 BHK gated society apartment for girls at an affordable price in Aundh, Pune? Then, this is right one for you.",Gated Society Apartment,3 BHK,aundh,2,2,0,girls,bed,1100,1,fully_furnished,['Security'],5900,10900,21800,18.55576134,73.81661987,10/9/2023,TRUE
92057,,Independent House,hyderabad,"Looking for a quiet 4 BHK independent house for boys at an affordable price in Mig Quarters, Hyderabad? Then, this is right one for you.",Independent House,4 BHK,bharat nagar,1,1,0,boys,,1650,1,semi_furnished,[],5150,10150,20300,17.46383858,78.42755127,10/6/2023,TRUE
273227,2022,Manjunath nest_201,bengaluru,"This quiet semi_furnished 1 BHK independent apartment for family is located at Habitat Celeste,Bengaluru and is close to the major commercial centres of the area.",Independent Apartment,1 BHK,kasavanahalli,1,0,1,family,house,600,1,semi_furnished,[],16000,16000,48000,12.89681721,77.67508698,11/21/2023,TRUE
287175,2020,Prashan Nest 4,bengaluru,"This spacious semi_furnished STUDIO independent apartment for boys is located at Poornapragna Housing Society Layout,Bengaluru and is close to the major commercial centres of the area.",Independent Apartment,STUDIO,kodipur,1,0,1,boys,house,300,1,semi_furnished,[],5000,5000,15000,12.90688896,77.53133392,10/7/2023,TRUE
127987,,Ramky One North B4-302,bengaluru,"This charming semi_furnished 3 BHK gated society apartment for girls and family is located at Naganahalli,Bengaluru and is close to the major commercial centres of the area.",Gated Society Apartment,3 BHK,yelahanka,6,0,3,"girls,family",house,1350,1,semi_furnished,"['Swimming Pool', 'Gym', 'Power Backup', 'Security']",3350,6700,20100,13.13569069,77.57029724,10/9/2023,TRUE
189145,2012,Avinash Nest 1,indore,"Looking for a charming 1 BHK independent house for boys at an affordable price in Moti Tabela, Indore? Then, this is right one for you.",Independent House,1 BHK,moti tabela,1,0,1,boys,,500,1,semi_furnished,[],5000,5000,5000,22.71141624,75.85287476,10/7/2023,TRUE
12076,,Swapna Residency Flat No 301,hyderabad,"This cosy 3 BHK fully_furnished, house is located in the heart of Arunodaya Colony, Hyderabad. Priced at ₹8450 per bed.",Gated Society Apartment,3 BHK,madhapur,1,1,0,girls,bed,1400,1,fully_furnished,['Security'],8450,16550,33100,17.44629478,78.38821411,10/28/2023,TRUE
309604,2020,Amigos Manyata Nest 301,bengaluru,"This cosy STUDIO semi_furnished, house is located in the heart of Thanisandra, Bengaluru. Priced at ₹7500 per bed.",Independent Apartment,STUDIO,thanisandra,2,2,1,"boys,girls",bed,450,1,semi_furnished,"['Power Backup', 'Security']",7500,15000,30000,13.05928707,77.6259613,10/7/2023,TRUE
9374,,Chandrasekhar Nest,hyderabad,"Located at Prakash Nagar Extension, Hyderabad, this comfortable 3 BHK independent apartment, which is priced at ₹5150 per bed with a security deposit of ₹10300.",Independent Apartment,3 BHK,begumpet,5,0,3,boys,bed,1000,1,fully_furnished,[],5150,7150,14300,17.43997192,78.46935272,10/7/2023,TRUE
336045,2020,Anil nest 106,bengaluru,"Looking for a spacious 2 BHK independent apartment for boys, girls, and family at an affordable price in Tarbanahalli, Bengaluru? Then, this is right one for you.",Independent Apartment,2 BHK,tarbanahalli,2,0,2,"boys,girls,family",house,800,1,semi_furnished,[],3850,3850,11550,13.10144997,77.47693634,10/7/2023,TRUE
335754,2021,Altima suites_105,hyderabad,"Located at Swamy Ayyapp Housing Society, Hyderabad, this beautiful STUDIO independent apartment, which is priced at ₹30000 for full house with a security deposit of ₹30000.",Independent Apartment,STUDIO,madhapur,1,0,1,"boys,girls",house,400,1,semi_furnished,"['Security', 'Tv']",30000,30000,30000,17.44764137,78.39395905,10/7/2023,TRUE
286760,2012,VENUGOPAL NEST,chennai,"This comfortable 1 BHK unfurnished, house is located in the heart of Periyar Nagar Extension, Chennai. Priced at ₹9050 for full house.",Independent House,1 BHK,madipakkam,1,0,1,family,house,650,1,unfurnished,[],9050,9050,27150,12.9581356,80.19955444,10/7/2023,TRUE
267703,2000,Aditya Nest_Laxmi Nagar,newdelhi,"This charming semi_furnished 3 BHK independent house for boys and girls is located at Block E,New delhi and is close to the major commercial centres of the area.",Independent House,3 BHK,lakshmi nagar,5,0,3,"boys,girls",bed,1400,2,semi_furnished,['Washing Machine'],5000,8000,8000,28.63498306,77.282547,10/7/2023,TRUE
337652,2020,Shri shiv sai park_202,pune,"This comfortable 1 BHK semi_furnished, house is located in the heart of Maan, Pune. Priced at ₹23000 for full house.",Independent Apartment,1 BHK,hinjawadi,1,0,1,"boys,girls",house,600,1,semi_furnished,"['Washing Machine', 'Fridge']",23000,23000,46000,18.58023262,73.72333527,10/10/2023,TRUE
15489,,Hi-View Plaza Flat 402,hyderabad,"Looking for a spacious 2 BHK independent apartment for boys at an affordable price in Kphb Colony, Hyderabad? Then, this is right one for you.",Independent Apartment,2 BHK,kukatpally,3,0,1,boys,bed,900,1,fully_furnished,[],5000,14000,28000,17.48769951,78.38380432,10/7/2023,TRUE
360825,2019,Adarshmay Apartment_11,pune,"Looking for a spacious STUDIO independent apartment for boys and girls at an affordable price in Lohegaon, Pune? Then, this is right one for you.",Independent Apartment,STUDIO,lohegaon,1,0,1,"boys,girls",house,350,1,fully_furnished,[],8000,8000,8000,18.61627007,73.91485596,10/7/2023,TRUE
267016,2017,Kannathal Nest,chennai,"This cosy 3 BHK semi_furnished, house is located in the heart of Vgp Selva Nagar Extension, Chennai. Priced at ₹7700 per bed.",Independent House,3 BHK,velachery,4,1,2,boys,bed,1400,2,semi_furnished,[],7700,12600,25200,12.97028446,80.22190094,10/7/2023,TRUE
3419,,DLF Square Nest 2 Phase 2,gurugram,"This quiet fully_furnished 4 BHK independent house for boys is located at Block M,Gurugram and is close to the major commercial centres of the area.",Independent House,4 BHK,dlf city phase 2,2,0,1,boys,bed,1900,0,fully_furnished,['Power Backup'],7600,14400,28800,28.4858036,77.08760071,10/31/2023,TRUE
123820,,Independent house,newdelhi,"This cosy 3 BHK semi_furnished, house is located in the heart of Block A, New delhi. Priced at ₹17000 for full house.",Independent House,3 BHK,sector 23 dwarka,6,0,3,family,house,1560,1,semi_furnished,[],2833,5666,17000,28.56492615,77.04820251,10/7/2023,TRUE
77710,,Huma Abbas,bengaluru,"Located at Dodda, Bengaluru, this cosy  independent house, which is priced at ₹6250 per bed with a security deposit of ₹12500.",Independent House,,banaswadi,3,0,2,girls,bed,1300,2,fully_furnished,[],6250,7800,15600,13.01582336,77.65550995,11/18/2023,TRUE
359830,2020,4 BHK Semi Furnished,gurugram,"Located at Unitech Fresco, Gurugram, this cosy 4 BHK gated society apartment, which is priced at ₹80000 for full house with a security deposit of ₹160000.",Gated Society Apartment,4 BHK,south city 2,4,0,4,family,house,3150,4,semi_furnished,[],20000,20000,160000,28.41476059,77.05031586,10/7/2023,TRUE
31072,2015,Balraj Amaravadi Nest,bengaluru,"This cosy 2 BHK fully_furnished, house is located in the heart of Sowmya Layout, Bengaluru. Priced at ₹44000 for full house.",Gated Society Apartment,2 BHK,konena agrahara,4,0,2,boys,bed,1000,1,fully_furnished,['Security'],11000,22000,44000,12.95667839,77.65914154,10/7/2023,TRUE
360636,2020,RS  COMFORT NEST-002,bengaluru,"This beautiful 1 BHK fully_furnished, house is located in the heart of Lakshmisagar Layout, Bengaluru. Priced at ₹25000 for full house.",Independent Apartment,1 BHK,mahadevapura,1,0,1,"boys,girls,family",house,450,1,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",25000,25000,75000,12.99314976,77.6934967,10/7/2023,TRUE
360800,2015,AWHO-1401,pune,"This comfortable 3 BHK semi_furnished, house is located in the heart of Awho Vijay Vihar, Pune. Priced at ₹30000 for full house.",Independent Apartment,3 BHK,wagholi,3,0,3,"boys,girls,family",house,1400,3,semi_furnished,[],10000,10000,60000,18.58891869,73.9679184,10/10/2023,TRUE
33823,,SS Carona 103,bengaluru,"This charming semi_furnished 2 BHK gated society apartment for family is located at Anchekere,Bengaluru and is close to the major commercial centres of the area.",Gated Society Apartment,2 BHK,kengeri,4,0,2,family,house,1400,1,semi_furnished,['Security'],4500,9000,18000,12.9144907,77.4838562,10/7/2023,TRUE
359444,2020,Sumana Nest-101,bengaluru,"This comfortable STUDIO semi_furnished, house is located in the heart of Nisarga Layout, Bengaluru. Priced at ₹4500 per bed.",Independent Apartment,STUDIO,nagadevanahalli,2,0,1,"boys,girls",bed,400,1,semi_furnished,[],4500,9000,18000,12.92990685,77.49971008,10/7/2023,TRUE
2167,,Neetu Nest,noida,"This charming fully_furnished 3 BHK gated society apartment for boys is located at Prateek Wisteria,Noida and is close to the major commercial centres of the area.",Gated Society Apartment,3 BHK,sector 77,2,0,1,boys,bed,1800,0,fully_furnished,"['Swimming Pool', 'Power Backup', 'Security']",5600,13400,26800,28.570261,77.38967896,10/7/2023,TRUE
268728,2010,Shiva nivas Appartment,hyderabad,"This beautiful 3 BHK unfurnished, house is located in the heart of Soi Colony, Hyderabad. Priced at ₹25000 for full house.",Independent Apartment,3 BHK,mansurabad,3,0,3,family,house,1510,3,unfurnished,[],8333,8333,50000,17.36852264,78.5765152,10/7/2023,TRUE
355310,2023,HNR Apartment-204,bengaluru,"Located at Sbm Colony, Bengaluru, this comfortable 1 BHK independent apartment, which is priced at ₹10000 for full house with a security deposit of ₹60000.",Independent Apartment,1 BHK,mathikere,1,0,1,"boys,girls,family",house,500,1,semi_furnished,[],10000,10000,60000,13.03641701,77.55722046,10/7/2023,TRUE
127161,,Golden Star Flat No-D303,bengaluru,"Looking for a spacious 3 BHK gated society apartment for boys at an affordable price in Kr Puram, Bengaluru? Then, this is right one for you.",Gated Society Apartment,3 BHK,hoodi,1,1,0,boys,bed,1250,1,fully_furnished,"['Swimming Pool', 'Gym', 'Power Backup', 'Security']",8300,16500,41250,12.99015236,77.71395111,10/6/2023,TRUE
360659,2019,Sayba Residency Nest ,mumbai,"This quiet unfurnished 2 BHK independent apartment for boys, girls, and family is located at Premier Colony,Mumbai and is close to the major commercial centres of the area.",Independent Apartment,2 BHK,kurla west,2,0,2,"boys,girls,family",house,760,2,unfurnished,[],21500,21500,100000,19.07406616,72.88141632,10/10/2023,TRUE
360307,2018,Matoshree_201,pune,"This charming semi_furnished 2 BHK independent apartment for girls and family is located at Ashoka Nagar,Pune and is close to the major commercial centres of the area.",Independent Apartment,2 BHK,kharadi,2,0,2,"girls,family",house,630,2,semi_furnished,['Security'],20000,20000,40000,18.56072617,73.93939209,10/10/2023,TRUE
4885,,3 BHK in Gladiola Gardenia,bengaluru,"Looking for a charming 3 BHK independent house for boys at an affordable price in Bds Layout, Bengaluru? Then, this is right one for you.",Independent House,3 BHK,rk hegde nagar,4,1,1,boys,bed,1300,1,fully_furnished,[],6500,16900,33800,13.0650692,77.63002014,10/7/2023,TRUE
356106,2020,RAMKUMAR NEST,bengaluru,"Located at Hsr Layout, Bengaluru, this beautiful 2 BHK independent apartment, which is priced at ₹30000 for full house with a security deposit of ₹150000.",Independent Apartment,2 BHK,hsr layout,2,0,2,family,house,300,2,semi_furnished,[],15000,15000,150000,12.892169,77.64897919,10/7/2023,TRUE
267156,2010,Vanshika Nest 2bhk,indore,"This beautiful 2 BHK semi_furnished, house is located in the heart of Sector A, Mahalxmi Nagar, Indore, Madhya Pradesh, India, Indore. Priced at ₹18000 for full house.",Independent Apartment,2 BHK,mahalxmi nagar,2,0,2,"boys,girls,family",house,1200,2,semi_furnished,['Fridge'],9000,9000,18000,22.76113319,75.90641785,10/7/2023,TRUE
360437,2020,Sri Sai residency Nest-202,bengaluru,"Looking for a quiet 1 BHK independent apartment for boys, girls, and family at an affordable price in Krishna Layout, Bengaluru? Then, this is right one for you.",Independent Apartment,1 BHK,hulimavu,1,0,1,"boys,girls,family",house,450,1,semi_furnished,[],16000,16000,48000,12.87616634,77.60708618,10/7/2023,TRUE
7557,,Khosla studio 3  NFC,newdelhi,"Looking for a spacious  independent house for boys at an affordable price in Pocket C, New delhi? Then, this is right one for you.",Independent House,,sarita vihar,2,0,1,boys,house,1000,0,fully_furnished,"['AC', 'Power Backup', 'Security', 'Fridge', 'Tv']",5000,12000,24000,28.52975082,77.28978729,10/7/2023,TRUE
52361,,Mahaveer Laurel,bengaluru,"Looking for a quiet 3 BHK independent apartment for boys, girls, and family at an affordable price in Sri Manjunatha Layout, Bengaluru? Then, this is right one for you.",Independent Apartment,3 BHK,kodichikkanahalli,3,0,3,"boys,girls,family",house,1424,0,semi_furnished,[],13300,13300,39900,12.89438534,77.61611176,10/7/2023,TRUE
259482,2010,Sanjay Nest#1,mumbai,"Located at Marol Village, Mumbai, this beautiful 2 BHK gated society apartment, which is priced at ₹8000 per bed with a security deposit of ₹20000.",Gated Society Apartment,2 BHK,andheri east,2,0,1,boys,house,915,2,fully_furnished,['Security'],8000,25850,64625,19.11153603,72.87861633,10/10/2023,TRUE
11809,2017,gunjan woodstock,gurugram,"Looking for a charming 3 BHK independent apartment for girls at an affordable price in Nirvana Court Yard, Nirvana, Gurugram, Haryana, India, Gurugram? Then, this is right one for you.",Independent Apartment,3 BHK,nirvana,2,0,1,girls,bed,1500,2,fully_furnished,"['AC', 'Power Backup', 'Fridge']",5500,12800,25600,28.41067696,77.05944824,11/19/2023,TRUE
253456,2020,Brajesh Studios,indore,"This cosy STUDIO fully_furnished, house is located in the heart of Sector A, Indore. Priced at ₹12000 for full house.",Independent Apartment,STUDIO,mahalxmi nagar,1,0,1,boys,,450,1,fully_furnished,[],12000,12000,12000,22.75579643,75.9071579,10/7/2023,TRUE
358030,2010,Prabhavathi Greens Nest,bengaluru,"Located at Royal Meridian Layout, Bengaluru, this cosy 3 BHK independent apartment, which is priced at ₹20000 for full house with a security deposit of ₹75000.",Independent Apartment,3 BHK,devarachikannahalli,3,0,3,"boys,girls,family",house,1200,2,semi_furnished,[],8000,8000,75000,12.88803864,77.62205505,10/7/2023,TRUE
265375,2019,sharma nest,newdelhi,"This charming semi_furnished 1 BHK independent house for boys, girls, and family is located at Akshardham Apartment Pocket 3,New delhi and is close to the major commercial centres of the area.",Independent House,1 BHK,sector 19 dwarka,1,0,1,"boys,girls,family",house,550,1,semi_furnished,[],13000,13000,13000,28.58308029,77.04368591,10/7/2023,TRUE
333335,2014,Meda Heights,bengaluru,"This quiet fully_furnished 3 BHK gated society apartment for girls is located at Marathahalli,Bengaluru and is close to the major commercial centres of the area.",Gated Society Apartment,3 BHK,doddakannalli,2,0,2,girls,bed,1663,3,fully_furnished,"['Swimming Pool', 'Gym', 'Security', 'Washing Machine', 'Fridge', 'Tv']",30000,30000,60000,12.91561794,77.69374847,10/7/2023,TRUE
346253,2020,Chaitanya Nest_301,bengaluru,"Looking for a quiet 2 BHK independent apartment for boys, girls, and family at an affordable price in Nayak Layout, Bengaluru? Then, this is right one for you.",Independent Apartment,2 BHK,jp nagar phase 8,2,0,2,"boys,girls,family",house,600,2,semi_furnished,[],8000,8000,32000,12.87047577,77.5810318,10/7/2023,TRUE
275180,2015,Dharm Nath Nest_13,bengaluru,"This comfortable 1 BK semi_furnished, house is located in the heart of Raghavendra Layout, Bengaluru. Priced at ₹4499 for full house.",Independent Apartment,1 BK,kammagondanahalli,1,0,1,"boys,girls",house,400,1,semi_furnished,[],4499,4499,8998,13.06508541,77.52707672,10/7/2023,TRUE
253456,2020,Brajesh Studios,indore,"This cosy STUDIO fully_furnished, house is located in the heart of Sector A, Indore. Priced at ₹12000 for full house.",Independent Apartment,STUDIO,mahalxmi nagar,1,0,1,boys,,450,1,fully_furnished,[],12000,12000,12000,22.75579643,75.9071579,10/7/2023,TRUE
310806,2020,Sankalp apartment _301,pune,"Located at Hadapsar, Pune, this beautiful 3 BHK independent apartment, which is priced at ₹10300 per bed with a security deposit of ₹20600.",Independent Apartment,3 BHK,magarpatta,3,1,1,boys,bed,1800,3,fully_furnished,"['Security', 'Washing Machine', 'Fridge']",10300,20000,40000,18.51846313,73.91947937,10/9/2023,TRUE
360653,2022,Omkar Meridia Nest ,mumbai,"Looking for a quiet 1 BHK independent apartment for boys, girls, and family at an affordable price in Premier Colony, Mumbai? Then, this is right one for you.",Independent Apartment,1 BHK,kurla west,1,0,1,"boys,girls,family",house,440,1,unfurnished,[],55000,55000,100000,19.07406616,72.88141632,10/10/2023,TRUE
12925,,Saroj Nest 25,noida,"Looking for a charming 4 BHK independent house for girls at an affordable price in Jalvayu Vihar, Noida? Then, this is right one for you.",Independent House,4 BHK,sector 25,1,0,1,girls,bed,1200,0,fully_furnished,['Power Backup'],6000,11450,22900,28.58407021,77.33908081,10/7/2023,TRUE
130096,,Amit Jain Nest #C6/76,newdelhi,"This cosy 3 BHK semi_furnished, house is located in the heart of Dda Flats Block C, New delhi. Priced at ₹7500 per bed.",Independent House,3 BHK,vikaspuri,3,1,1,boys,bed,2000,1,semi_furnished,[],7500,15300,15300,28.63347816,77.07096863,10/6/2023,TRUE
262689,2016,Kanchan Nest,mumbai,"Looking for a spacious 3 BHK gated society apartment for boys at an affordable price in Sahakar Nagar, Mumbai? Then, this is right one for you.",Gated Society Apartment,3 BHK,kurla east,1,1,0,boys,bed,1200,3,fully_furnished,['Security'],16000,28700,71750,19.06299782,72.8927002,10/9/2023,TRUE
282778,2015,ISHU SHOKEEN_101,newdelhi,"Located at Chhawla, New delhi, this cosy 1 BHK independent apartment, which is priced at ₹8000 for full house with a security deposit of ₹8000.",Independent Apartment,1 BHK,chhawla,1,0,1,family,house,450,1,semi_furnished,[],8000,8000,8000,28.56186867,77.00601196,10/7/2023,TRUE
259498,2005,Verma House,gurugram,"Located at Mayfield Garden, Gurugram, this cosy 4 BHK independent apartment, which is priced at ₹7050 per bed with a security deposit of ₹7050.",Independent Apartment,4 BHK,mayfield garden,4,2,1,boys,bed,1575,4,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",7050,15200,15200,28.42313957,77.06723022,10/6/2023,TRUE
360577,2020,Sonal Baliya nest,bengaluru,"Looking for a charming 1 BHK independent apartment for family at an affordable price in Ittamadu, Bengaluru? Then, this is right one for you.",Independent Apartment,1 BHK,banashankari stage 3,1,0,1,family,house,600,1,semi_furnished,[],15000,15000,150000,12.92607784,77.54403687,10/7/2023,TRUE
9321,,Rekha Nest 01,bengaluru,"Looking for a spacious 2 BHK independent house for girls at an affordable price in Shanthivana , Bengaluru? Then, this is right one for you.",Independent House,2 BHK,kodigehalli,1,0,1,girls,bed,1200,1,fully_furnished,[],8500,9250,18500,13.05748177,77.58626556,10/30/2023,TRUE
205603,2001,,mumbai,"This charming fully_furnished 3 BHK independent house for girls is located at Jankalyan Nagar,Mumbai and is close to the major commercial centres of the area.",Independent House,3 BHK,malad west,4,2,1,girls,bed,950,2,fully_furnished,[],11900,25400,50800,19.20202637,72.82144928,10/10/2023,TRUE
32997,,Vikas Sardana's Nest,mumbai,"Looking for a spacious 1 BK independent apartment for boys at an affordable price in Safed Pool, Mumbai? Then, this is right one for you.",Independent Apartment,1 BK,sakinaka,1,1,0,boys,bed,200,1,semi_furnished,[],9159,17809,35618,19.10004044,72.88548279,10/20/2023,TRUE
356227,2020,Rajagiri nest_101,bengaluru,"This charming semi_furnished 1 BHK independent house for boys, girls, and family is located at Vinayaka Enclave, Kereguddadahalli, Bengaluru, Karnataka, India,Bengaluru and is close to the major commercial centres of the area.",Independent House,1 BHK,kereguddadahalli,1,0,1,"boys,girls,family",house,700,1,semi_furnished,[],8800,8800,26400,13.07840729,77.51882935,10/7/2023,TRUE
32552,,504 - Olive,bengaluru,"This comfortable STUDIO fully_furnished, house is located in the heart of Syndicate Bank Colony, Bengaluru. Priced at ₹7000 for full house.",Independent House,STUDIO,arakere,2,0,1,family,house,150,0,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",6150,7300,14600,12.88413715,77.5962677,10/7/2023,TRUE
267052,2015,Tulsiyan 2bhk,indore,"This cosy 2 BHK semi_furnished, house is located in the heart of Tulsi Nagar, Indore. Priced at ₹12500 for full house.",Independent Apartment,2 BHK,tulsi nagar,2,0,2,"boys,girls,family",house,1000,2,semi_furnished,[],6250,6250,12500,22.75510979,75.92216492,10/7/2023,TRUE
317954,2013,Mishra Nest.,gurugram,"Located at Sector 39, Gurugram, this comfortable 3 BHK independent house, which is priced at ₹38000 for full house with a security deposit of ₹38000.",Independent House,3 BHK,sector 39,3,0,3,family,house,2000,3,semi_furnished,[],12666,12666,38000,28.43906593,77.05200195,10/7/2023,TRUE
129330,,"Anthony Reddy Nest, # 201",bengaluru,"Located at Amrutha Layout, Bengaluru, this beautiful 1 BHK independent house, which is priced at ₹11000 for full house with a security deposit of ₹22000.",Independent House,1 BHK,thanisandra,2,0,1,boys,house,300,1,semi_furnished,[],4500,9000,18000,13.04833698,77.61520386,11/7/2023,TRUE
288127,2016,Jameelunnisa NEST 05,bengaluru,"This charming unfurnished STUDIO independent apartment for boys, girls, and family is located at Bharthi Nagar,Bengaluru and is close to the major commercial centres of the area.",Independent Apartment,STUDIO,shivaji nagar,1,0,1,"boys,girls,family",house,120,1,unfurnished,[],15000,15000,45000,12.98988914,77.61344147,10/7/2023,TRUE
295535,2000,Deshmukh Nest,mumbai,"This quiet fully_furnished 2 BHK independent apartment for family is located at Hanuman Chowk,Mumbai and is close to the major commercial centres of the area.",Independent Apartment,2 BHK,mulund east,2,0,2,family,house,750,2,fully_furnished,"['AC', 'Power Backup', 'Security', 'Washing Machine', 'Fridge', 'Tv']",20000,20000,75000,19.17202568,72.95874023,10/10/2023,TRUE
347343,2020,Sai Leela Apartment_302,pune,"This spacious unfurnished 1 BHK independent apartment for boys and girls is located at Hirai Shitai Basti,Pune and is close to the major commercial centres of the area.",Independent Apartment,1 BHK,wakad,1,0,1,"boys,girls",house,550,1,unfurnished,[],15000,15000,30000,18.58614159,73.75387573,10/10/2023,TRUE
4387,,SF04  Ramesh Nest,bengaluru,"This charming fully_furnished 2 BHK independent house for boys is located at Shankar Nagar,Bengaluru and is close to the major commercial centres of the area.",Independent House,2 BHK,nandini layout,3,1,1,boys,bed,1200,1,fully_furnished,[],8650,18200,36400,13.01546574,77.54393005,10/6/2023,TRUE
31609,,105 - Krishna Villa Apartment,bengaluru,"Looking for a charming 4 BHK gated society apartment for boys at an affordable price in Ayodhya Nagar, Bengaluru? Then, this is right one for you.",Gated Society Apartment,4 BHK,jp nagar phase 5,1,1,0,boys,bed,1800,3,fully_furnished,['Security'],6050,12100,30250,12.90164185,77.58603668,10/25/2023,TRUE
348659,2020,ZOHEB ISLAM SHAIKH Nest_ 02,pune,"This quiet semi_furnished 1 BK independent house for boys and girls is located at Rajiv Nagar,Pune and is close to the major commercial centres of the area.",Independent House,1 BK,viman nagar,2,0,1,"boys,girls",bed,300,1,semi_furnished,"['Washing Machine', 'Fridge']",14000,28000,28000,18.56992531,73.91352081,10/10/2023,TRUE
359619,2021,Pride Word city_104,pune,"This spacious semi_furnished 3 BHK independent apartment for family is located at Pride World City,Pune and is close to the major commercial centres of the area.",Independent Apartment,3 BHK,lohegaon,3,0,3,family,house,1560,3,semi_furnished,"['Swimming Pool', 'Gym', 'Security']",12699,12699,25398,18.62035942,73.91610718,10/7/2023,TRUE
309623,2020,Amigos Manyata Nest 503,bengaluru,"This quiet semi_furnished 2 BHK independent apartment for boys and girls is located at Thanisandra,Bengaluru and is close to the major commercial centres of the area.",Independent Apartment,2 BHK,thanisandra,3,2,2,"boys,girls",bed,650,2,semi_furnished,"['Power Backup', 'Security']",8000,7500,15000,13.05928707,77.6259613,10/7/2023,TRUE
233150,2014,Shruti Nest,newdelhi,"Located at Block R, New delhi, this comfortable 4 BHK independent house, which is priced at ₹100000 for full house with a security deposit of ₹200000.",Independent House,4 BHK,green park extension,4,0,4,family,house,2000,4,semi_furnished,['AC'],25000,25000,200000,28.56134033,77.20570374,10/7/2023,TRUE
278451,2015,sharma nest 2,newdelhi,"This spacious fully_furnished 2 BHK independent apartment for family is located at Vaishali Colony,New delhi and is close to the major commercial centres of the area.",Independent Apartment,2 BHK,vaishali colony,2,0,2,family,house,750,2,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",10000,10000,10000,28.6072979,77.08403778,10/7/2023,TRUE
299614,2018,Naresh Nest,gurugram,"Located at Block C, Gurugram, this cosy 3 BHK independent house, which is priced at ₹40000 for full house with a security deposit of ₹80000.",Independent House,3 BHK,mianwali colony,3,0,3,family,house,1782,3,semi_furnished,['Security'],13333,13333,26666,28.46780586,77.03094482,10/7/2023,TRUE
292438,2020,Akshay Residency _401,pune,"Located at Kate Vasti, Pune, this cosy 2 BHK independent apartment, which is priced at ₹19000 for full house with a security deposit of ₹38000.",Independent Apartment,2 BHK,punawale,2,0,2,family,house,800,2,unfurnished,"['Power Backup', 'Security']",9500,9500,19000,18.63059807,73.73614502,10/10/2023,TRUE
347593,2020,HelloWorld SagarAvenue,mumbai,"Looking for a charming STUDIO independent apartment for boys and girls at an affordable price in Vakola, Mumbai? Then, this is right one for you.",Independent Apartment,STUDIO,santacruz east,2,0,1,"boys,girls",bed,350,1,fully_furnished,"['Power Backup', 'Washing Machine', 'Fridge', 'Tv']",18000,36000,72000,19.08295631,72.84785461,10/10/2023,TRUE
16653,,AISHWARYA LAKE VIEW RESIDENCY FLAT No.F102,bengaluru,"Looking for a spacious 2 BHK gated society apartment for boys at an affordable price in Kaggadasapura, Bengaluru? Then, this is right one for you.",Gated Society Apartment,2 BHK,kaggadasapura,4,0,2,boys,bed,900,1,fully_furnished,['Security'],9000,18000,36000,12.98210716,77.67346954,10/7/2023,TRUE
